           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2024-07-19T15:21:27Z          75           3           72          0(0.05)       0(0)             0             0       167680        258048            1           3           3
2024-07-19T15:21:47Z          75           3           72          0(0.05)       0(0)             0             0       166277        258048            1           3           3
2024-07-19T15:22:07Z          75           3           72          0(0.05)       0(0)             0             0       146988        258048            1           3           3
2024-07-19T15:22:27Z          75           3           72          0(0.05)       0(0)             0             0       143134        258048            1           3           3
2024-07-19T15:22:47Z          75           3           72          0(0.05)       0(0)             0             0       146792        258048            1           3           3
2024-07-19T15:23:07Z          75           3           72          0(0.05)       0(0)             0             0       204772        258048            1           3           3
2024-07-19T15:23:27Z          75           3           72          0(0.05)       0(0)             0             0       185404        258048            1           3           3
2024-07-19T15:23:47Z          75           3           72          0(0.05)       0(0)             0             0       182473        258048            1           3           3
2024-07-19T15:24:07Z          75           3           72          0(0.05)       0(0)             0             0       200639        258048            1           3           3
2024-07-19T15:24:27Z          75           3           72          0(0.05)       0(0)             0             0       195386        258048            1           3           3
2024-07-19T15:24:47Z          75           3           72          0(0.05)       0(0)             0             0       142418        258048            1           3           3
2024-07-19T15:25:07Z          75           3           72          0(0.04)       0(0)             0             0       168715        258048            1           3           3
2024-07-19T15:25:27Z          75           3           72          0(0.04)       0(0)             0             0       217372        258048            1           3           3
2024-07-19T15:25:47Z          75           3           72          0(0.04)       0(0)             0             0       213388        258048            1           3           3
2024-07-19T15:26:07Z          75           3           72          0(0.04)       0(0)             0             0       192988        258048            1           3           3
2024-07-19T15:26:27Z          75           3           72          0(0.04)       0(0)             0             0       193606        258048            1           3           3
2024-07-19T15:26:47Z          75           3           72          0(0.04)       0(0)             0             0       187697        258048            1           3           3
2024-07-19T15:27:07Z          75           3           72          0(0.04)       0(0)             0             0       165232        258048            1           3           3
2024-07-19T15:27:27Z          75           3           72          0(0.04)       0(0)             0             0       174105        258048            1           3           3
2024-07-19T15:27:47Z          75           3           72          0(0.04)       0(0)             0             0       180194        258048            1           3           3
2024-07-19T15:28:07Z          75           3           72          0(0.04)       0(0)             0             0       216205        258048            1           3           3
2024-07-19T15:28:27Z          75           3           72          0(0.04)       0(0)             0             0       178251        258048            1           3           3
2024-07-19T15:28:47Z          75           3           72          0(0.04)       0(0)             0             0       218284        258048            1           3           3
2024-07-19T15:29:07Z          75           3           72          0(0.04)       0(0)             0             0       160943        258048            1           3           3
2024-07-19T15:29:27Z          75           3           72          0(0.04)       0(0)             0             0       220498        258048            1           3           3
2024-07-19T15:29:47Z          75           3           72          0(0.04)       0(0)             0             0       185594        258048            1           3           3
2024-07-19T15:30:07Z          75           3           72          0(0.04)       0(0)             0             0       221450        258048            1           3           3
2024-07-19T15:30:27Z          75           3           72          0(0.04)       0(0)             0             0       173900        258048            1           3           3
2024-07-19T15:30:47Z          75           3           72          0(0.04)       0(0)             0             0       159492        258048            1           3           3
2024-07-19T15:31:07Z          75           3           72          0(0.04)       0(0)             0             0       145215        258048            1           3           3
2024-07-19T15:31:27Z          75           3           72          0(0.04)       0(0)             0             0       199496        258048            1           3           3
2024-07-19T15:31:47Z          75           3           72          0(0.04)       0(0)             0             0       182626        258048            1           3           3
2024-07-19T15:32:07Z          75           3           72          0(0.04)       0(0)             0             0       154032        258048            1           3           3
2024-07-19T15:32:27Z          75           3           72          0(0.03)       0(0)             0             0       189456        258048            1           3           3
2024-07-19T15:32:47Z          75           3           72          0(0.03)       0(0)             0             0       150870        258048            1           3           3
2024-07-19T15:33:07Z          75           3           72          0(0.03)       0(0)             0             0       201348        258048            1           3           3
2024-07-19T15:33:27Z          75           3           72          0(0.03)       0(0)             0             0       166057        258048            1           3           3
2024-07-19T15:33:47Z          75           3           72          0(0.03)       0(0)             0             0       191110        258048            1           3           3
2024-07-19T15:34:07Z          75           3           72          0(0.03)       0(0)             0             0       208678        258048            1           3           3
2024-07-19T15:34:27Z          75           3           72          0(0.03)       0(0)             0             0       222957        258048            1           3           3
2024-07-19T15:34:47Z          75           3           72          0(0.03)       0(0)             0             0       158926        258048            1           3           3
2024-07-19T15:35:07Z          75           3           72          0(0.03)       0(0)             0             0       197427        258048            1           3           3
2024-07-19T15:35:27Z          75           3           72          0(0.03)       0(0)             0             0       220551        258048            1           3           3
2024-07-19T15:35:47Z          75           3           72          0(0.03)       0(0)             0             0       181642        258048            1           3           3
2024-07-19T15:36:07Z          75           3           72          0(0.03)       0(0)             0             0       152991        258048            1           3           3
2024-07-19T15:36:27Z          75           3           72          0(0.03)       0(0)             0             0       173057        258048            1           3           3
2024-07-19T15:36:47Z          75           3           72          0(0.03)       0(0)             0             0       158576        258048            1           3           3
2024-07-19T15:37:07Z          75           3           72          0(0.03)       0(0)             0             0       143852        258048            1           3           3
2024-07-19T15:37:27Z          75           3           72          0(0.03)       0(0)             0             0       194030        258048            1           3           3
2024-07-19T15:37:47Z          75           3           72          0(0.03)       0(0)             0             0       178798        258048            1           3           3
2024-07-19T15:38:07Z          75           3           72          0(0.03)       0(0)             0             0       137356        258048            1           3           3
2024-07-19T15:38:27Z          75           3           72          0(0.03)       0(0)             0             0       159993        258048            1           3           3
2024-07-19T15:38:47Z          75           3           72          0(0.03)       0(0)             0             0       139701        258048            1           3           3
2024-07-19T15:39:07Z          75           3           72          0(0.03)       0(0)             0             0       211324        258048            1           3           3
2024-07-19T15:39:27Z          75           3           72          0(0.03)       0(0)             0             0       171437        258048            1           3           3
2024-07-19T15:39:47Z          75           3           72          0(0.03)       0(0)             0             0       157079        258048            1           3           3
2024-07-19T15:40:07Z          75           3           72          0(0.03)       0(0)             0             0       198141        258048            1           3           3
2024-07-19T15:40:27Z          75           3           72          0(0.03)       0(0)             0             0       142447        258048            1           3           3
2024-07-19T15:40:47Z          75           3           72          0(0.03)       0(0)             0             0       180882        258048            1           3           3
2024-07-19T15:41:07Z          75           3           72          0(0.03)       0(0)             0             0       159395        258048            1           3           3
2024-07-19T15:41:27Z          75           3           72          0(0.03)       0(0)             0             0       207057        258048            1           3           3
2024-07-19T15:41:47Z          75           3           72          0(0.03)       0(0)             0             0       191056        258048            1           3           3
2024-07-19T15:42:07Z          75           3           72          0(0.03)       0(0)             0             0       184619        258048            1           3           3
2024-07-19T15:42:27Z          75           3           72          0(0.03)       0(0)             0             0       147706        258048            1           3           3
2024-07-19T15:42:47Z          75           3           72          0(0.03)       0(0)             0             0        98426        258048            1           3           3
2024-07-19T15:43:07Z          75           3           72          0(0.03)       0(0)             0             0       148085        258048            1           3           3
